"investor_reference"," consumer_creditor_class","debt_amount"
"JJ00095898","PMB",2513
"AE00248160","PMB",853
"sg00329637","PMB",2180
"JT00126038","PMB",1462
"lc00114301","PMB",800
"AC00320804","PMB",22610
"MC00144463","PMB",6497
"LS00096228","PMB",2186
"AL00173459","PMB",12876
"JH00138853","PMB",2133
"MD00245828","PMB",8638
"DW00096525","PMB",4234
"DS00135784","PMB",9159
"ch00096646","PMB",14905
"pm00279763","PMB",2388
"VH00113784","PMB",1385
"GN00317647","PMB",9002
"DL00338987","PMB",1179
"ET00272844","PMB",11874
"kc00096954","PMB",1967
"NE00137082","PMB",1970
"RW00336842","PMB",99
"TL00097119","PMB",2842
"JK00318010","PMB",4041
"HF00097229","PMB",4479
"LM00097339","PMB",6066
"EB00056870","PMB",1734
"ab00097735","PMB",164
"SP00317493","PMB",2759
"ia00041294","PMB",2128
"JB00098351","PMB",8734
"NM00301092","PMB",2181
"MM00201630","PMB",1799
"ar00311399","PMB",1078
"gm00332090","PMB",2107
"IB00098505","PMB",579
"jh00098527","PMB",220
"JM00098703","PMB",47
"LG00098736","PMB",1964
"VB00304491","PMB",11847
"DR00029777","PMB",2104
"JR00048521","PMB",2360
"NA00328702","PMB",2189
"PJ00292754","PMB",1413
"ST00147972","PMB",2106
"AI00099418","PMB",47
"DD00201476","PMB",2193
"AC00118668","PMB",306
"PG00099638","PMB",5160
"JS00318945","PMB",438
"JA00099814","PMB",9598
"SC00080102","PMB",1970
"MC00317735","PMB",1973
"TA00020812","PMB",2489
"JC00336116","PMB",98
"DP00319748","PMB",5917
"DL00298353","PMB",5921
"TE00100518","PMB",4159
"AB00100562","PMB",10838
"RS00321343","PMB",2875
"WW00324214","PMB",8527
"RJ00298837","PMB",2174
"EH00147290","PMB",1967
"VC00334257","PMB",2104
"TF00101123","PMB",255
"EM00194568","PMB",2108
"VB00163086","PMB",3933
"MM00084744","PMB",6178
"HW00214896","PMB",3364
"AL00070708","PMB",9177
"gh00101321","PMB",2949
"RB00119438","PMB",6614
"JS00202466","PMB",2321
"JC00150766","PMB",2106
"VN00104500","PMB",1971
"TB00101783","PMB",394
"AS00216227","PMB",2108
"DJ00102069","PMB",2167
"BN00211409","PMB",1971
"DM00078848","PMB",15942
"IK00102212","PMB",2241
"JA00070015","PMB",2106
"RC00012177","PMB",6500
"DL00102542","PMB",1291
"JF00102553","PMB",12204
"DJ00102641","PMB",2107
"CS00138006","PMB",425
"CB00102806","PMB",57
"ST00176814","PMB",5185
"AM00146927","PMB",2178
"CL00103026","PMB",2595
"jc00103059","PMB",696
"RH00074415","PMB",2108
"PW00103169","PMB",413
"CC00164593","PMB",2106
"MH00103378","PMB",2274
"JB00112277","PMB",426
"BS00033814","PMB",19050
"Jd00103499","PMB",913
"LL00335577","PMB",4192
"bv00103719","PMB",156
"PR00332541","PMB",2143
"GH00103906","PMB",580
"MW00083105","PMB",2107
"JT00220913","PMB",1379
"JA00228492","PMB",2252
"aj00104236","PMB",1379
"tm00114862","PMB",1091
"IG00259578","PMB",2528
"lh00104522","PMB",2365
"MH00104555","PMB",572
"gp00029183","PMB",4923
"RL00181962","PMB",1968
"LO00036102","PMB",2229
"OO00104929","PMB",131
"MS00114257","PMB",2182
"DH00105259","PMB",202
"DC00336402","PMB",1272
"Rd00104005","PMB",11321
"NS00105435","PMB",761
"SF00162459","PMB",1970
"NT00105556","PMB",3946
"KU00274186","PMB",1153
"JD00181269","PMB",1504
"SG00329824","PMB",3940
"RA00205755","PMB",1413
"CO00105919","PMB",2108
"wh00105930","PMB",1683
"RC00318956","PMB",1183
"EW00168036","PMB",3290
"CT00273163","PMB",2529
"DZ00173272","PMB",4286
"MF00106194","PMB",1065
"DF00288134","PMB",3931
"KP00109142","PMB",8405
"FA00335082","PMB",2935
"TD00332794","PMB",394
"th00106667","PMB",4365
"CH00182138","PMB",2085
"RK00106711","PMB",775
"VP00236423","PMB",42
"NC00332189","PMB",2107
"NB00071852","PMB",3035
"PC00106975","PMB",2098
"RF00190289","PMB",1973
"IL00321101","PMB",4192
"TC00315260","PMB",6590
"AG00332959","PMB",1968
"RG00107261","PMB",2106
"AS00107393","PMB",10743
"SR00191356","PMB",8957
"BS00107547","PMB",254
"SI00078958","PMB",7886
"PB00107602","PMB",4562
"MF00332948","PMB",9178
"AH00031812","PMB",2108
"KH00175450","PMB",4939
"MR00107789","PMB",1298
"RH00333157","PMB",2106
"CR00107932","PMB",2079
"BB00328680","PMB",8448
"GL00035948","PMB",2526
"AB00108185","PMB",3397
"NH00256377","PMB",4629
"RM00221177","PMB",2107
"CR00108394","PMB",9480
"IF00254221","PMB",4192
"GT00288288","PMB",22500
"DM00153989","PMB",3943
"gt00175714","PMB",1968
"HJ00135399","PMB",3937
"rg00108955","PMB",4571
"JG00052261","PMB",39464
"RF00109274","PMB",2167
"DE00158499","PMB",2362
"AL00083710","PMB",4195
"MJ00109439","PMB",42
"JH00188155","PMB",2106
"PL00109703","PMB",7889
"LS00109912","PMB",2500
"GW00109956","PMB",5905
"gs00030063","PMB",1541
"RP00110308","PMB",13807
"SW00141240","PMB",6588
"GM00147818","PMB",2011
"CW00082247","PMB",2106
"BK00166485","PMB",3936
"JJ00210804","PMB",2143
"AH00317757","PMB",6557
"pt00110572","PMB",1772
"JH00079959","PMB",2183
"dn00330176","PMB",2371
"FO00110869","PMB",2574
"rr00111034","PMB",2545
"NB00138798","PMB",2108
"RC00012628","PMB",4491
"NM00111397","PMB",5909
"WK00111408","PMB",6347
"BN00111551","PMB",2107
"ts00190916","PMB",7459
"ip00111826","PMB",1509
"KB00111837","PMB",3029
"CT00111848","PMB",25837
"MA00250041","PMB",53
"JG00111881","PMB",347
"LS00021087","PMB",4045
"MA00048356","PMB",2141
"IB00318208","PMB",1156
"EV00330836","PMB",3945
"CP00075779","PMB",2628
"IY00112409","PMB",4449
"PB00080201","PMB",2191
"MB00089331","PMB",2724
"KP00300751","PMB",23829
"RM00335423","PMB",4264
"SW00333839","PMB",1967
"jr00253528","PMB",4138
"EG00259699","PMB",825
"AL00152614","PMB",2107
"TS00113091","PMB",1138
"PD00185702","PMB",433
"AB00113267","PMB",46
"VL00183051","PMB",2106
"aB00113421","PMB",611
"HP00207889","PMB",419
"KW00192995","PMB",857
"CQ00114015","PMB",2107
"Bh00114136","PMB",422
"KL00240328","PMB",40
"TP00197824","PMB",1422
"lm00073722","PMB",2164
"WB00114510","PMB",32738
"GC00114543","PMB",4483
"GC00114609","PMB",1628
"AO00328152","PMB",44
"LG00333256","PMB",1968
"DT00319385","PMB",9828
"RF00076230","PMB",1010
"AR00115082","PMB",1970
"NB00319539","PMB",2188
"SC00115148","PMB",1182
"GL00162679","PMB",1410
"na00207031","PMB",6302
"PH00087153","PMB",3931
"dc00164670","PMB",2106
"DW00115390","PMB",5665
"BM00212663","PMB",1301
"GT00012364","PMB",1969
"Rw00115522","PMB",126
"AC00082412","PMB",2080
"AE00141009","PMB",1454
"MK00185130","PMB",4192
"SM00115852","PMB",37076
"dg00115929","PMB",148
"ET00080784","PMB",2107
"AJ00299178","PMB",849
"PB00209704","PMB",2711
"JI00270941","PMB",1342
"LS00116248","PMB",155
"SD00187517","PMB",1662
"PB00152405","PMB",2761
"Cb00139898","PMB",2108
"DM00116556","PMB",2240
"Jm00070290","PMB",7453
"KS00116589","PMB",222
"RP00030800","PMB",10911
"CA00116875","PMB",474
"SC00154858","PMB",2319
"GT00116919","PMB",1452
"IC00336622","PMB",9876
"FR00018656","PMB",6454
"dg00061160","PMB",2424
"DK00117425","PMB",140
"LW00117491","PMB",2108
"am00117513","PMB",2107
"EE00333751","PMB",1969
"SP00117601","PMB",4887
"HJ00117733","PMB",96
"MH00117799","PMB",10682
"MJ00117854","PMB",308
"CM00167002","PMB",1969
"HD00259809","PMB",4948
"RA00255783","PMB",2107
"DB00047366","PMB",6539
"NM00075328","PMB",2108
"JL00118459","PMB",2252
"JR00205568","PMB",4191
"EH00308352","PMB",12438
"HD00118712","PMB",656
"AC00334026","PMB",1967
"GW00082687","PMB",460
"DW00118888","PMB",10592
"VT00193534","PMB",1421
"JW00119108","PMB",6434
"CB00186967","PMB",7927
"SF00119306","PMB",261
"DS00210551","PMB",1294
"mt00119471","PMB",4439
"RK00166738","PMB",2105
"SS00186131","PMB",2299
"RR00090211","PMB",1209
"kd00260139","PMB",908
"JD00067903","PMB",6350
"EO00220154","PMB",9839
"YH00119999","PMB",1618
"jc00120032","PMB",9792
"rk00120054","PMB",650
"MD00047828","PMB",3321
"AC00145277","PMB",2108
"RF00253748","PMB",79
"MC00111573","PMB",2108
"SS00120714","PMB",2251
"SM00120824","PMB",110
"bk00120934","PMB",1973
"PC00158994","PMB",2106
"IW00330187","PMB",3937
"JD00195173","PMB",3531
"SH00320969","PMB",1973
"vg00213191","PMB",1968
"PH00121506","PMB",902
"TM00121715","PMB",74
"Pl00121748","PMB",8636
"Ht00107712","PMB",7687
"si00330044","PMB",3250
"ER00198517","PMB",871
"JS00156948","PMB",2105
"LJ00333905","PMB",2104
"JC00307153","PMB",11258
"JC00086130","PMB",2106
"DM00135861","PMB",2180
"ib00114312","PMB",310
"SP00123497","PMB",620
"RM00123530","PMB",686
"SW00123574","PMB",2411
"MH00021043","PMB",4192
"HM00123662","PMB",223
"CS00123772","PMB",3944
"GB00123893","PMB",4269
"ht00123915","PMB",2252
"DC00123959","PMB",6474
"RL00035926","PMB",2526
"JG00123992","PMB",171
"ER00262823","PMB",6718
"MW00286968","PMB",4196
"EB00124234","PMB",1239
"NP00148302","PMB",7595
"PA00145222","PMB",6301
"BD00213224","PMB",2107
"PG00160457","PMB",2106
"MC00125202","PMB",313
"CH00125235","PMB",10458
"DG00076043","PMB",1550
"KB00125389","PMB",46
"OT00150942","PMB",5538
"BC00125466","PMB",3487
"CS00125477","PMB",47
"GS00317537","PMB",6754
"GS00125697","PMB",9325
"VS00187110","PMB",1410
"CW00333520","PMB",1970
"JM00202884","PMB",2173
"CG00332629","PMB",3949
"mc00229614","PMB",3375
"GL00019767","PMB",1967
"SE00179509","PMB",60
"GB00063712","PMB",2145
"MS00126445","PMB",477
"GB00330946","PMB",39
"KT00126577","PMB",1972
"JP00084227","PMB",2261
"MI00126654","PMB",88
"HM00225038","PMB",197
"SE00197472","PMB",1422
"MW00336721","PMB",1304
"DF00026488","PMB",413
"MP00309210","PMB",42
"CL00126973","PMB",27591
"GD00230439","PMB",9286
"SS00187726","PMB",1424
"PH00127369","PMB",4442
"GN00127446","PMB",13132
"SJ00313621","PMB",458
"AM00127611","PMB",2420
"js00185603","PMB",2107
"SE00127677","PMB",173
"NH00141702","PMB",2128
"JG00127765","PMB",462
"LD00127809","PMB",217
"DL00127864","PMB",451
"AS00128150","PMB",1573
"LS00180048","PMB",2682
"GT00128337","PMB",2380
"MM00128370","PMB",8613
"JR00279070","PMB",985
"PS00128436","PMB",908
"IL00144804","PMB",2290
"MC00128491","PMB",4329
"AS00128568","PMB",2104
"DM00316382","PMB",2960
"tc00129085","PMB",63
"SA00334411","PMB",8699
"DS00150931","PMB",891
"MS00333828","PMB",2569
"DH00076087","PMB",2104
"FS00026906","PMB",3941
"VD00335170","PMB",4338
"IE00129613","PMB",5598
"SH00129679","PMB",360
"mp00129789","PMB",55
"MB00062535","PMB",333
"AS00194205","PMB",1284
"ED00142362","PMB",88
"mw00309540","PMB",3949
"JL00130075","PMB",1182
"BC00323807","PMB",1303
"IM00271766","PMB",4285
"AW00130185","PMB",158
"DB00130306","PMB",118
"DL00140019","PMB",89
"MT00320925","PMB",493
"LC00027654","PMB",2107
"GC00130713","PMB",384
"TD00202587","PMB",1851
"TH00043813","PMB",2105
"NA00334378","PMB",2993
"PM00151118","PMB",1399
"RW00310530","PMB",4441
"sf00130988","PMB",434
"WM00131010","PMB",203
"pw00087791","PMB",3984
"ce00131208","PMB",2018
"AR00131406","PMB",1779
"DA00289685","PMB",1831
"rh00131791","PMB",1965
"np00131857","PMB",22484
"DS00131978","PMB",1676
"JH00132066","PMB",4227
"EP00142824","PMB",1509
"Dw00334158","PMB",1967
"BW00132253","PMB",1449
"RM00190454","PMB",2104
"GP00132429","PMB",6906
"EG00164142","PMB",6421
"CM00158059","PMB",3942
"RW00201234","PMB",2105
"JG00132836","PMB",45
"ED00172524","PMB",5023
"PL00133012","PMB",160
"MT00177584","PMB",189
"SF00192390","PMB",3939
"AS00145233","PMB",1970
"JW00133254","PMB",3383
"RW00228767","PMB",4185
"CB00159962","PMB",867
"sr00090684","PMB",3278
"DH00133672","PMB",12118
"CS00201751","PMB",2108
"SS00133738","PMB",36423
"JE00150612","PMB",2108
"FA00134156","PMB",3983
"MG00134200","PMB",254
"GE00134222","PMB",41987
"JE00332002","PMB",2107
"SM00134343","PMB",642
"NP00176781","PMB",21202
"NP00272327","PMB",253
"JT00193831","PMB",2760
"CA00134574","PMB",1491
"BH00189112","PMB",4747
"AC00134728","PMB",3946
"Bb00134761","PMB",1183
"JR00259930","PMB",2176
"JM00134882","PMB",2145
"MM00158103","PMB",1274
"sn00134970","PMB",1778
"GH00135014","PMB",59
"AM00320166","PMB",2759
"bo00332013","PMB",3947
"CR00338195","PMB",2878
"DB00098549","PMB",4192
"KB00318098","PMB",1131
"JC00236984","PMB",23635
"SW00135223","PMB",3054
"Ps00116567","PMB",1967
"NC00101563","PMB",1312
"HT00135377","PMB",9857
"LH00182226","PMB",2182
"ap00128601","PMB",5913
"AS00135421","PMB",44
"NP00145431","PMB",6669
"BC00156266","PMB",2107
"RC00288387","PMB",1966
"AB00135586","PMB",878
"SP00214962","PMB",2141
"AH00135674","PMB",2883
"MB00116292","PMB",1967
"AA00156134","PMB",2107
"SM00135795","PMB",91
"CM00092884","PMB",2108
"AC00256487","PMB",4192
"sE00335511","PMB",4192
"XL00033517","PMB",2198
"DF00136004","PMB",13740
"SO00198583","PMB",2138
"FR00139931","PMB",4360
"NM00263736","PMB",4073
"JW00209484","PMB",14733
"dr00136169","PMB",3156
"PG00136213","PMB",212
"KV00136268","PMB",121
"GM00139601","PMB",1969
"DF00077902","PMB",7851
"NP00136356","PMB",85
"RS00219164","PMB",2141
"SS00152504","PMB",4260
"GA00257576","PMB",1314
"sg00136939","PMB",3936
"js00137038","PMB",432
"JM00137049","PMB",4284
"JJ00096382","PMB",1015
"PB00336369","PMB",2158
"AS00137280","PMB",8147
"PC00126929","PMB",1972
"FY00137379","PMB",5900
"SR00137390","PMB",1466
"RP00137423","PMB",2324
"dk00110275","PMB",5927
"PF00143198","PMB",3934
"DJ00062315","PMB",2790
"KR00140052","PMB",4360
"KM00328779","PMB",3073
"JP00019437","PMB",80
"SH00138402","PMB",2109
"RS00123321","PMB",987
"JL00226930","PMB",481
"PS00296131","PMB",119
"sb00138611","PMB",2180
"ab00138622","PMB",6842
"GP00317746","PMB",3206
"JS00135663","PMB",636
"JS00176638","PMB",1971
"SE00138897","PMB",3942
"DS00168630","PMB",3509
"EB00138985","PMB",2419
"MA00333245","PMB",6234
"RW00139073","PMB",2298
"bs00139172","PMB",411
"OO00319671","PMB",1182
"cb00176319","PMB",2342
"MG00252923","PMB",4192
"HS00139315","PMB",29079
"OA00098450","PMB",771
"SH00321398","PMB",1802
"GB00140756","PMB",2107
"MD00142351","PMB",2105
"LH00333982","PMB",2105
"NS00153065","PMB",3539
"DR00334488","PMB",8668
"JA00018942","PMB",1078
"RG00335456","PMB",4333
"AN00140030","PMB",6943
"MG00129041","PMB",1911
"Kr00110858","PMB",4192
"PT00333861","PMB",2105
"PC00337216","PMB",4222
"KH00032593","PMB",2606
"PR00333091","PMB",4212
"RC00201806","PMB",1971
"BJ00108801","PMB",1575
"SS00299662","PMB",2228
"RW00249744","PMB",2748
"CS00140602","PMB",5813
"JN00338272","PMB",41089
"AH00074118","PMB",2105
"JK00141141","PMB",3509
"GH00089914","PMB",1970
"PK00064009","PMB",98
"PG00094897","PMB",2145
"IP00141339","PMB",2108
"RM00076340","PMB",4192
"DC00162118","PMB",18218
"AF00318637","PMB",2280
"GK00056155","PMB",465
"VB00335830","PMB",4191
"MH00204094","PMB",335
"JF00174592","PMB",1969
"AP00141691","PMB",5916
"KL00335874","PMB",3942
"DM00335973","PMB",11834
"WB00335918","PMB",4328
"DB00127754","PMB",4082
"SB00318791","PMB",1183
"RT00141581","PMB",2145
"kj00177782","PMB",1967
"DB00142153","PMB",2104
"iH00142186","PMB",2231
"AS00142296","PMB",19891
"RK00091245","PMB",2141
"PD00089551","PMB",952
"MM00033957","PMB",4264
"ME00142417","PMB",64
"LB00142428","PMB",6300
"UA00142527","PMB",2180
"HM00142571","PMB",5908
"MM00088385","PMB",1569
"MM00211849","PMB",3938
"sb00299849","PMB",2166
"LM00214214","PMB",2080
"GS00099275","PMB",4341
"pv00142912","PMB",4216
"PM00142956","PMB",422
"tc00284416","PMB",5907
"DW00320342","PMB",1328
"AH00143121","PMB",2445
"WB00254683","PMB",2106
"RC00202532","PMB",3547
"bw00143220","PMB",180
"RS00036652","PMB",1334
"Wj00143605","PMB",6619
"dl00046211","PMB",3432
"sg00057387","PMB",970
"CB00333817","PMB",2105
"gd00076109","PMB",4868
"WK00144232","PMB",4736
"ag00144243","PMB",3388
"SB00141669","PMB",21914
"GH00130867","PMB",2857
"JW00070697","PMB",899
"MR00144551","PMB",3998
"MB00123310","PMB",987
"KL00107514","PMB",983
"Ss00156343","PMB",2104
"NB00144727","PMB",2145
"Ab00150359","PMB",4987
"AM00196339","PMB",1903
"WR00280775","PMB",4468
"TW00144881","PMB",1207
"MH00102872","PMB",4592
"MI00119988","PMB",759
"DC00145035","PMB",9865
"PR00162382","PMB",2108
"PP00211233","PMB",2134
"WC00319165","PMB",3246
"ST00145970","PMB",2144
"RO00078496","PMB",1970
"pb00145310","PMB",2104
"rw00152625","PMB",77
"RF00191246","PMB",2215
"DW00145442","PMB",1723
"PG00145486","PMB",3540
"PG00144958","PMB",6303
"MB00333014","PMB",6316
"LJ00021846","PMB",1126
"SB00020988","PMB",8976
"AL00116083","PMB",2107
"SC00121099","PMB",3940
"JR00012771","PMB",2107
"sk00330506","PMB",2182
"VF00146003","PMB",960
"CM00138886","PMB",1976
"CL00222486","PMB",1840
"EA00319143","PMB",1139
"CN00024948","PMB",1575
"CB00122441","PMB",3549
"LT00105985","PMB",1842
"KT00146553","PMB",10837
"NV00324434","PMB",43
"SE00014014","PMB",4195
"EP00215127","PMB",1182
"PK00141493","PMB",3937
"AP00313291","PMB",5153
"TM00338371","PMB",394
"RT00070741","PMB",2360
"NH00146949","PMB",4075
"sd00146971","PMB",4211
"CW00146993","PMB",1112
"AW00170071","PMB",2105
"KA00147147","PMB",6300
"JB00282799","PMB",4275
"SF00337194","PMB",20809
"VJ00222266","PMB",2167
"cc00334664","PMB",7882
"BF00144001","PMB",4024
"TW00147444","PMB",356
"SM00263945","PMB",2144
"MR00147499","PMB",177
"ST00187297","PMB",2107
"SM00164857","PMB",1459
"dj00199397","PMB",1969
"KH00096987","PMB",2108
"SJ00128447","PMB",6297
"NW00195426","PMB",2105
"ga00137896","PMB",3933
"IF00147730","PMB",3575
"ad00319286","PMB",5526
"EW00332981","PMB",2141
"DB00283767","PMB",6313
"LC00132693","PMB",3946
"RA00148181","PMB",9349
"JW00212685","PMB",1970
"DB00091289","PMB",13445
"SC00296384","PMB",266
"eg00056452","PMB",4562
"TG00306614","PMB",2519
"JD00309100","PMB",1967
"ac00177804","PMB",50411
"km00177980","PMB",407
"JJ00135960","PMB",2185
"PS00097636","PMB",82
"SF00314303","PMB",2075
"CS00012815","PMB",2180
"KS00114675","PMB",1359
"RS00148830","PMB",1970
"RB00148863","PMB",2933
"KG00236951","PMB",4985
"BM00251746","PMB",2366
"AW00149182","PMB",7381
"MH00149226","PMB",155
"SA00149325","PMB",39
"KD00189926","PMB",10236
"MP00149369","PMB",95
"TP00149380","PMB",8844
"CP00149413","PMB",6536
"DG00152603","PMB",2530
"Je00136774","PMB",2254
"PS00308385","PMB",2250
"MH00106535","PMB",3076
"SB00292853","PMB",2332
"PW00204380","PMB",2292
"VJ00149908","PMB",1569
"RN00281039","PMB",6599
"KM00107206","PMB",700
"RR00246818","PMB",2144
"DB00326887","PMB",2106
"BA00027599","PMB",2106
"CC00145640","PMB",1970
"ZE00274032","PMB",1966
"SB00319022","PMB",39
"GC00107162","PMB",104
"HM00144441","PMB",2107
"PH00336281","PMB",1255
"Ah00137478","PMB",6531
"PO00020284","PMB",1279
"GM00150876","PMB",4115
"MD00317625","PMB",11829
"LG00272745","PMB",4600
"JB00173844","PMB",4364
"NM00319528","PMB",3324
"JP00070004","PMB",2194
"TR00057046","PMB",5528
"AF00263758","PMB",69
"AW00151228","PMB",701
"WM00173910","PMB",2107
"AG00332805","PMB",2106
"SB00151327","PMB",6300
"SN00151360","PMB",5504
"LM00241362","PMB",2107
"TC00205931","PMB",1970
"AB00165440","PMB",2104
"HH00151701","PMB",40
"TP00183040","PMB",3947
"PS00337546","PMB",4158
"KD00088803","PMB",1970
"SH00151899","PMB",237
"JC00214258","PMB",2180
"RA00152086","PMB",2103
"JD00069443","PMB",2182
"DB00249777","PMB",3931
"PL00152251","PMB",3144
"ML00175549","PMB",2084
"RT00152317","PMB",6364
"KT00330110","PMB",394
"PM00216612","PMB",2107
"DL00269632","PMB",1402
"MC00193336","PMB",3947
"kT00319352","PMB",2277
"AA00152570","PMB",6320
"CM00337777","PMB",4218
"MA00161183","PMB",2106
"mR00050424","PMB",5901
"VA00187693","PMB",1969
"EB00214170","PMB",6299
"MH00302907","PMB",6388
"TC00322311","PMB",4287
"LG00333003","PMB",2106
"mr00198396","PMB",2136
"GM00153131","PMB",2342
"IP00162921","PMB",4401
"AH00153296","PMB",2108
"rv00302720","PMB",2143
"VB00153593","PMB",8527
"RC00291830","PMB",5133
"JS00044187","PMB",2106
"AE00321057","PMB",1974
"WT00288431","PMB",4432
"PF00063470","PMB",8218
"pf00237303","PMB",11112
"JH00310871","PMB",1966
"SR00091619","PMB",4512
"MC00181137","PMB",2136
"NB00154319","PMB",487
"SR00219021","PMB",2106
"CS00154429","PMB",4581
"SF00154506","PMB",2144
"RH00154517","PMB",3942
"DS00207570","PMB",2109
"CH00213301","PMB",1970
"KB00206954","PMB",1222
"PW00286814","PMB",27536
"SG00334389","PMB",44
"eM00197340","PMB",4124
"AP00053229","PMB",3222
"JF00331694","PMB",1971
"LT00155166","PMB",2107
"MR00155364","PMB",1974
"SR00028281","PMB",2237
"AT00155518","PMB",2143
"ES00155672","PMB",659
"KB00148764","PMB",2363
"HC00155793","PMB",6076
"BA00155815","PMB",4105
"DC00197978","PMB",2290
"TF00155903","PMB",382
"MS00155947","PMB",2461
"SF00155969","PMB",2206
"RS00276837","PMB",9090
"GP00318868","PMB",1097
"FS00044275","PMB",2108
"WS00061754","PMB",1971
"PC00191048","PMB",5156
"ML00060621","PMB",141
"hb00059983","PMB",443
"TT00171545","PMB",7482
"MB00316998","PMB",2152
"jL00095238","PMB",1968
"PD00229735","PMB",8389
"GS00134607","PMB",2281
"DR00100166","PMB",1973
"NS00026763","PMB",2062
"CS00036124","PMB",9445
"KF00147576","PMB",2106
"sh00206250","PMB",1251
"JH00220066","PMB",2108
"NP00156904","PMB",2141
"JS00093654","PMB",403
"HW00141416","PMB",6510
"CE00156970","PMB",2179
"MH00157058","PMB",3446
"ap00157124","PMB",2104
"AG00335962","PMB",4154
"BK00157212","PMB",5332
"CW00157223","PMB",245
"DJ00148412","PMB",5912
"PP00223894","PMB",8867
"RC00215149","PMB",3952
"DW00337051","PMB",591
"LH00204358","PMB",2173
"SW00252527","PMB",4938
"KT00331683","PMB",3942
"am00157960","PMB",13102
"ED00158048","PMB",4213
"de00158081","PMB",3142
"NC00160039","PMB",2106
"AC00152823","PMB",5240
"WR00158466","PMB",6365
"SG00314237","PMB",2170
"SR00334092","PMB",1967
"DS00215061","PMB",8565
"FD00158587","PMB",6756
"ba00140316","PMB",2107
"SC00158774","PMB",1184
"PM00158818","PMB",5715
"dt00179949","PMB",3949
"sB00216491","PMB",2141
"DM00283195","PMB",1811
"CF00166133","PMB",1969
"bb00171325","PMB",7890
"EB00057706","PMB",882
